slope,elevation,rainfall_total,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,soil_moisture,soil_type,geology,vegetation_ndvi,land_use,historical_landslide_density,risk_probability,risk_level,source_type
29.4,491.2,82.0,12.0,26.8,54.7,82.0,0.359,2,3,0.147,1,0.11,0.2471,LOW,DEMO
25.7,180.6,78.9,11.2,23.8,50.6,78.9,0.365,2,1,0.424,0,0.205,0.2126,LOW,DEMO
24.9,970.5,28.5,2.5,11.6,16.9,28.5,0.339,2,1,0.416,1,0.535,0.1583,LOW,DEMO
57.7,196.5,93.5,12.4,38.2,58.4,93.5,0.422,2,3,0.304,1,0.221,0.4992,MEDIUM,DEMO
30.2,3917.6,74.8,11.7,32.4,56.4,74.8,0.391,0,3,0.284,1,0.363,0.2498,LOW,DEMO
50.4,1445.5,31.8,4.1,15.2,21.2,31.8,0.311,1,0,0.421,0,0.293,0.2622,MEDIUM,DEMO
38.0,525.2,202.7,30.5,86.0,150.0,202.7,0.682,3,0,0.186,0,0.152,0.6145,HIGH,DEMO
44.8,857.7,29.3,6.4,13.8,20.8,29.3,0.188,0,0,0.283,0,0.624,0.2545,MEDIUM,DEMO
33.6,2260.7,101.3,24.1,52.3,72.4,101.3,0.452,1,0,0.428,2,0.262,0.3965,MEDIUM,DEMO
36.1,806.9,68.8,14.5,30.2,43.0,68.8,0.363,1,3,0.192,0,0.227,0.2436,LOW,DEMO
33.3,252.6,59.8,8.8,25.5,42.3,59.8,0.323,0,0,0.759,0,0.723,0.2289,LOW,DEMO
22.8,508.4,160.3,18.9,58.4,89.3,160.3,0.51,0,0,0.634,3,0.01,0.397,MEDIUM,DEMO
41.6,1747.2,133.5,20.8,52.1,90.7,133.5,0.366,1,0,0.411,0,0.363,0.477,MEDIUM,DEMO
26.3,1010.1,69.0,10.4,32.1,49.8,69.0,0.338,1,3,0.234,0,0.273,0.1745,LOW,DEMO
11.3,1026.7,42.4,2.9,13.5,25.6,42.4,0.393,3,2,0.268,1,0.374,0.1306,LOW,DEMO
38.5,1894.5,55.2,8.4,20.1,34.6,55.2,0.394,1,1,0.211,0,0.579,0.2642,MEDIUM,DEMO
21.9,2099.7,62.7,5.6,19.8,38.6,62.7,0.357,2,2,0.242,1,0.449,0.1766,LOW,DEMO
54.1,2350.8,134.9,7.6,35.6,77.0,134.9,0.43,1,2,0.441,0,0.484,0.4601,MEDIUM,DEMO
55.4,169.7,96.5,8.2,39.6,63.2,96.5,0.47,3,1,0.307,0,0.207,0.4498,MEDIUM,DEMO
52.0,787.0,137.6,39.5,82.4,116.1,137.6,0.571,2,0,0.792,3,0.316,0.6061,HIGH,DEMO
29.5,1294.1,27.7,2.3,8.3,18.2,27.7,0.353,0,2,0.85,0,0.286,0.1012,LOW,DEMO
10.0,1353.0,144.7,16.9,50.7,99.6,144.7,0.47,1,1,0.645,1,0.034,0.3446,MEDIUM,DEMO
53.1,919.9,174.5,37.1,76.5,130.2,174.5,0.531,2,2,0.735,3,0.125,0.6022,HIGH,DEMO
31.3,244.2,44.5,7.3,21.5,33.2,44.5,0.416,2,1,0.314,3,0.101,0.1948,LOW,DEMO
56.9,1517.0,124.7,11.7,52.2,104.1,124.7,0.421,3,3,0.625,1,0.129,0.5117,HIGH,DEMO
56.5,1226.0,165.8,22.9,62.5,133.9,165.8,0.582,0,1,0.164,3,0.466,0.7282,HIGH,DEMO
47.9,161.1,51.3,5.5,24.5,40.5,51.3,0.256,3,1,0.85,2,0.28,0.2711,MEDIUM,DEMO
26.8,640.9,34.2,4.5,19.9,28.6,34.2,0.298,1,2,0.629,1,0.618,0.1474,LOW,DEMO
30.0,252.0,88.1,11.4,25.1,54.6,88.1,0.443,0,0,0.361,2,0.149,0.2962,MEDIUM,DEMO
47.8,450.5,17.3,2.0,7.0,12.7,17.3,0.281,1,0,0.708,1,0.253,0.2347,LOW,DEMO
27.7,96.4,143.6,30.7,76.1,117.2,143.6,0.543,0,1,0.132,1,0.226,0.4671,MEDIUM,DEMO
21.6,540.2,40.5,5.1,14.6,29.8,40.5,0.264,2,1,0.406,1,0.148,0.1534,LOW,DEMO
35.4,798.4,64.4,7.5,28.3,54.3,64.4,0.329,3,0,0.801,0,0.046,0.201,LOW,DEMO
53.8,949.8,117.1,14.7,41.5,67.9,117.1,0.492,3,1,0.32,2,0.616,0.5973,HIGH,DEMO
40.5,1060.2,107.7,11.9,54.0,73.4,107.7,0.485,2,2,0.628,0,0.093,0.2973,MEDIUM,DEMO
35.8,1708.7,115.0,15.8,52.0,96.9,115.0,0.474,1,1,0.394,2,0.187,0.4033,MEDIUM,DEMO
17.5,298.4,44.4,6.3,17.6,29.5,44.4,0.38,3,1,0.418,0,0.063,0.1275,LOW,DEMO
37.4,195.5,93.1,11.0,40.9,71.8,93.1,0.34,1,0,0.687,0,0.268,0.2924,MEDIUM,DEMO
60.6,1796.7,129.2,20.7,52.0,72.2,129.2,0.467,3,3,0.812,2,0.384,0.6043,HIGH,DEMO
20.1,233.3,50.2,3.9,18.0,38.1,50.2,0.434,3,2,0.247,0,0.101,0.1164,LOW,DEMO
34.1,3391.4,211.7,37.6,108.9,175.8,211.7,0.707,1,1,0.33,2,0.246,0.6102,HIGH,DEMO
49.4,1743.7,66.3,12.9,31.0,44.1,66.3,0.405,0,1,0.491,2,0.152,0.3889,MEDIUM,DEMO
42.3,705.4,16.1,2.2,6.7,9.0,16.1,0.272,1,0,0.587,0,0.322,0.1735,LOW,DEMO
40.5,3667.2,66.1,11.3,24.3,36.9,66.1,0.424,3,0,0.476,0,0.283,0.2964,MEDIUM,DEMO
40.7,172.2,164.5,29.6,75.9,134.5,164.5,0.577,2,0,0.732,0,0.57,0.5524,HIGH,DEMO
29.1,405.0,38.6,8.3,17.0,29.6,38.6,0.246,2,0,0.704,2,0.367,0.1866,LOW,DEMO
26.8,995.1,36.3,3.3,11.7,21.1,36.3,0.367,0,1,0.428,2,0.134,0.1506,LOW,DEMO
45.6,467.7,97.9,16.8,35.0,55.4,97.9,0.388,0,1,0.151,1,0.247,0.4912,MEDIUM,DEMO
45.6,2452.6,34.0,6.9,18.1,26.9,34.0,0.351,3,0,0.268,0,0.152,0.2525,MEDIUM,DEMO
48.8,141.1,33.0,7.7,18.2,26.1,33.0,0.23,1,1,0.49,0,0.053,0.241,LOW,DEMO
51.9,797.5,42.2,6.7,14.2,24.7,42.2,0.408,2,0,0.825,0,0.132,0.2826,MEDIUM,DEMO
33.9,884.3,190.7,29.7,81.2,122.1,190.7,0.59,3,2,0.551,3,0.33,0.5043,HIGH,DEMO
33.6,1031.9,104.7,27.3,59.5,82.1,104.7,0.389,3,0,0.523,0,0.428,0.3636,MEDIUM,DEMO
45.0,345.7,79.1,14.7,40.7,56.0,79.1,0.363,1,1,0.67,0,0.188,0.3383,MEDIUM,DEMO
38.7,488.1,44.2,9.3,24.4,37.0,44.2,0.315,1,1,0.236,2,0.458,0.2704,MEDIUM,DEMO
40.7,1750.3,128.2,19.0,57.1,89.0,128.2,0.488,2,0,0.232,1,0.241,0.5376,HIGH,DEMO
44.9,275.2,111.4,12.5,51.1,83.9,111.4,0.523,1,1,0.383,1,0.056,0.4614,MEDIUM,DEMO
50.2,1658.3,198.9,25.8,70.6,139.8,198.9,0.623,2,2,0.876,1,0.117,0.6499,HIGH,DEMO
28.4,824.3,38.2,7.7,15.5,31.9,38.2,0.212,0,1,0.786,2,0.475,0.1711,LOW,DEMO
29.7,1372.6,34.7,6.0,13.8,23.2,34.7,0.253,2,0,0.637,2,0.19,0.1685,LOW,DEMO
17.3,1205.4,16.5,2.2,5.1,10.2,16.5,0.419,3,0,0.417,1,0.645,0.1446,LOW,DEMO
36.1,289.3,106.3,16.9,42.9,68.9,106.3,0.454,3,1,0.542,0,0.341,0.3611,MEDIUM,DEMO
12.6,837.1,89.1,14.1,46.2,71.8,89.1,0.463,1,2,0.351,2,0.646,0.2405,LOW,DEMO
32.5,1900.6,58.3,6.2,24.8,40.7,58.3,0.343,1,1,0.632,0,0.022,0.1715,LOW,DEMO
34.9,589.3,16.2,1.3,4.9,10.6,16.2,0.23,0,0,0.438,1,0.215,0.167,LOW,DEMO
26.5,3139.0,176.3,11.9,58.8,125.7,176.3,0.553,1,1,0.211,2,0.129,0.4375,MEDIUM,DEMO
36.5,621.7,86.1,9.9,24.6,50.8,86.1,0.416,1,0,0.283,1,0.396,0.359,MEDIUM,DEMO
12.0,218.7,155.5,18.9,42.6,85.8,155.5,0.516,2,2,0.583,1,0.192,0.3488,MEDIUM,DEMO
12.8,524.0,164.6,21.9,78.0,104.4,164.6,0.652,0,3,0.648,2,0.212,0.361,MEDIUM,DEMO
46.3,2807.3,104.3,9.6,42.2,76.3,104.3,0.413,1,1,0.193,3,0.211,0.4139,MEDIUM,DEMO
29.2,426.7,114.1,14.1,46.8,87.1,114.1,0.409,1,3,0.734,1,0.171,0.2817,MEDIUM,DEMO
19.3,1903.1,49.0,5.2,18.2,39.1,49.0,0.382,0,0,0.747,1,0.266,0.1635,LOW,DEMO
34.2,1997.7,81.7,14.5,43.3,67.6,81.7,0.448,0,0,0.67,2,0.241,0.3229,MEDIUM,DEMO
43.7,468.0,140.0,17.0,60.9,94.3,140.0,0.511,1,0,0.64,1,0.093,0.5399,HIGH,DEMO
23.7,158.2,42.3,5.0,16.4,32.6,42.3,0.298,2,2,0.296,3,0.671,0.145,LOW,DEMO
37.7,1240.4,133.9,26.3,55.6,76.7,133.9,0.404,2,1,0.819,2,0.067,0.4216,MEDIUM,DEMO
16.8,415.9,128.7,15.1,50.4,73.0,128.7,0.55,1,0,0.324,1,0.34,0.3764,MEDIUM,DEMO
14.2,1454.8,126.6,16.8,38.6,74.4,126.6,0.529,0,0,0.259,2,0.372,0.3679,MEDIUM,DEMO
34.5,606.1,78.0,12.3,31.8,53.4,78.0,0.373,0,2,0.605,1,0.212,0.2606,MEDIUM,DEMO
34.8,677.7,44.6,4.8,16.1,27.4,44.6,0.336,0,0,0.397,1,0.506,0.2416,LOW,DEMO
38.2,1434.2,210.9,33.1,74.4,134.2,210.9,0.63,0,0,0.829,1,0.181,0.6188,HIGH,DEMO
41.7,513.7,169.8,33.3,87.9,126.4,169.8,0.647,2,0,0.47,0,0.224,0.5766,HIGH,DEMO
58.1,606.9,79.2,5.1,25.1,52.1,79.2,0.345,0,0,0.244,2,0.191,0.4604,MEDIUM,DEMO
34.1,504.7,89.2,8.1,36.8,64.0,89.2,0.385,0,0,0.848,0,0.551,0.2588,MEDIUM,DEMO
27.9,492.0,63.4,10.5,24.7,42.7,63.4,0.332,0,1,0.512,3,0.051,0.2017,LOW,DEMO
44.9,751.8,17.6,2.1,6.2,10.5,17.6,0.298,1,1,0.514,2,0.361,0.2084,LOW,DEMO
25.9,1569.0,71.6,9.3,29.0,41.0,71.6,0.386,1,1,0.413,1,0.633,0.2601,MEDIUM,DEMO
31.7,484.1,104.9,8.2,33.6,65.1,104.9,0.455,0,2,0.755,0,0.513,0.2299,LOW,DEMO
16.3,748.6,51.2,3.5,14.0,29.1,51.2,0.301,0,3,0.339,1,0.579,0.1382,LOW,DEMO
11.4,1079.8,61.2,12.6,28.6,45.0,61.2,0.438,3,0,0.13,2,0.044,0.2164,LOW,DEMO
56.4,362.5,60.8,10.8,24.1,48.0,60.8,0.34,3,0,0.498,0,0.448,0.4216,MEDIUM,DEMO
47.0,372.6,82.4,9.3,25.4,53.7,82.4,0.462,2,0,0.824,1,0.214,0.3898,MEDIUM,DEMO
40.5,2518.3,65.2,7.2,25.1,43.4,65.2,0.528,1,1,0.328,0,0.212,0.2712,MEDIUM,DEMO
30.7,1237.1,40.7,8.0,16.7,32.3,40.7,0.282,1,0,0.322,3,0.41,0.2072,LOW,DEMO
21.8,854.7,82.2,11.0,28.3,50.7,82.2,0.42,2,2,0.681,1,0.216,0.2004,LOW,DEMO
20.9,1019.0,101.5,13.8,31.4,59.5,101.5,0.432,1,1,0.709,2,0.241,0.261,MEDIUM,DEMO
25.1,106.8,87.2,5.9,29.2,61.0,87.2,0.513,1,2,0.451,1,0.261,0.2121,LOW,DEMO
35.1,946.3,16.3,2.5,7.5,12.1,16.3,0.266,2,0,0.754,0,0.263,0.1355,LOW,DEMO
41.2,721.1,113.6,17.5,38.0,82.9,113.6,0.473,1,1,0.251,0,0.539,0.4571,MEDIUM,DEMO
39.1,790.2,32.0,5.5,18.1,24.4,32.0,0.321,1,2,0.399,2,0.32,0.1857,LOW,DEMO
26.3,480.8,100.4,13.1,31.5,56.9,100.4,0.431,1,0,0.427,3,0.373,0.3057,MEDIUM,DEMO
55.5,156.5,103.2,18.3,46.1,70.0,103.2,0.479,2,0,0.358,0,0.43,0.5771,HIGH,DEMO
42.2,273.4,23.2,2.5,10.0,14.4,23.2,0.298,2,0,0.285,1,0.028,0.2191,LOW,DEMO
35.3,2789.7,131.2,23.6,54.5,102.1,131.2,0.518,2,1,0.377,0,0.448,0.4367,MEDIUM,DEMO
37.3,552.9,209.6,26.8,114.8,170.2,209.6,0.65,1,3,0.134,1,0.473,0.6152,HIGH,DEMO
31.1,645.8,62.5,11.6,27.7,39.6,62.5,0.336,2,0,0.655,1,0.61,0.282,MEDIUM,DEMO
25.0,128.7,100.4,15.1,30.4,58.1,100.4,0.423,3,1,0.64,1,0.314,0.3095,MEDIUM,DEMO
29.0,114.5,55.3,12.6,25.9,34.6,55.3,0.38,2,2,0.462,1,0.106,0.2067,LOW,DEMO
43.1,1216.7,31.6,3.7,8.4,18.4,31.6,0.336,1,1,0.365,3,0.045,0.209,LOW,DEMO
9.8,775.2,139.0,16.7,46.3,89.9,139.0,0.57,2,0,0.45,0,0.183,0.334,MEDIUM,DEMO
18.7,719.6,102.0,20.0,49.7,72.6,102.0,0.532,2,3,0.832,2,0.12,0.2381,LOW,DEMO
13.6,330.7,46.8,8.4,20.0,39.4,46.8,0.311,3,0,0.579,1,0.116,0.1649,LOW,DEMO
13.1,1309.0,32.7,2.9,14.5,21.9,32.7,0.318,2,0,0.676,0,0.313,0.1085,LOW,DEMO
48.1,245.8,216.5,21.7,94.2,133.4,216.5,0.642,2,3,0.294,0,0.435,0.6347,HIGH,DEMO
40.8,269.6,26.4,4.4,11.7,15.9,26.4,0.244,2,0,0.192,2,0.072,0.217,LOW,DEMO
32.7,635.8,111.1,8.0,39.6,66.9,111.1,0.485,0,2,0.183,1,0.394,0.3173,MEDIUM,DEMO
17.6,383.5,85.2,18.2,38.4,51.8,85.2,0.447,1,0,0.479,2,0.378,0.2909,MEDIUM,DEMO
33.3,335.9,122.8,19.0,54.8,95.6,122.8,0.424,0,2,0.665,0,0.273,0.3183,MEDIUM,DEMO
32.7,1012.7,182.9,14.9,53.6,103.9,182.9,0.571,1,1,0.708,1,0.431,0.5273,HIGH,DEMO
21.8,1027.3,6.6,1.1,3.4,5.6,6.6,0.239,2,1,0.668,3,0.537,0.1015,LOW,DEMO
31.5,1646.2,35.7,7.4,16.3,25.2,35.7,0.241,1,1,0.814,3,0.261,0.1628,LOW,DEMO
30.4,566.7,70.1,14.0,29.4,50.0,70.1,0.378,0,0,0.16,2,0.387,0.3099,MEDIUM,DEMO
37.4,148.3,191.7,18.3,78.1,126.0,191.7,0.549,1,0,0.77,2,0.691,0.6125,HIGH,DEMO
38.1,367.8,57.0,10.8,24.8,43.2,57.0,0.364,0,2,0.622,2,0.214,0.2276,LOW,DEMO
13.6,3601.1,49.6,7.8,20.8,34.3,49.6,0.356,2,2,0.253,1,0.397,0.1568,LOW,DEMO
29.6,896.3,10.9,2.0,5.2,7.1,10.9,0.29,2,2,0.639,1,0.037,0.1066,LOW,DEMO
37.8,1193.3,46.2,7.6,17.4,29.1,46.2,0.358,2,3,0.509,3,0.27,0.1887,LOW,DEMO
33.6,86.6,108.7,12.6,47.3,90.0,108.7,0.528,0,3,0.393,2,0.098,0.304,MEDIUM,DEMO
48.1,737.2,70.4,10.9,30.4,44.9,70.4,0.34,0,2,0.308,2,0.031,0.3221,MEDIUM,DEMO
39.0,114.4,45.3,5.0,17.0,30.9,45.3,0.296,3,3,0.473,0,0.381,0.1689,LOW,DEMO
21.2,838.0,218.1,22.7,99.3,142.9,218.1,0.688,0,0,0.302,3,0.117,0.5211,HIGH,DEMO
15.7,2361.9,62.2,3.9,16.7,35.8,62.2,0.359,2,2,0.183,1,0.07,0.1421,LOW,DEMO
38.4,3189.7,82.4,6.6,27.4,49.9,82.4,0.459,2,2,0.763,3,0.142,0.2258,LOW,DEMO
11.6,780.0,43.3,4.8,12.6,26.3,43.3,0.358,1,0,0.571,2,0.187,0.1416,LOW,DEMO
36.4,631.6,31.4,2.6,11.3,23.8,31.4,0.404,1,3,0.396,0,0.386,0.1427,LOW,DEMO
54.1,2690.7,117.9,19.0,51.3,79.2,117.9,0.464,0,0,0.459,1,0.17,0.6161,HIGH,DEMO
36.0,1087.7,19.5,3.3,8.7,15.3,19.5,0.212,3,1,0.777,3,0.519,0.157,LOW,DEMO
30.1,140.4,102.9,26.3,55.8,78.5,102.9,0.458,1,0,0.363,0,0.061,0.331,MEDIUM,DEMO
38.4,644.2,4.3,0.6,1.6,2.6,4.3,0.254,0,1,0.409,3,0.417,0.1517,LOW,DEMO
32.2,327.3,93.8,18.0,36.3,67.4,93.8,0.451,1,1,0.702,1,0.092,0.3469,MEDIUM,DEMO
35.0,651.1,34.0,3.7,17.5,26.3,34.0,0.346,0,1,0.272,0,0.098,0.1628,LOW,DEMO
54.2,627.0,39.7,7.7,18.7,29.4,39.7,0.297,2,2,0.621,1,0.351,0.3163,MEDIUM,DEMO
30.0,865.4,62.6,6.6,31.5,45.7,62.6,0.316,1,2,0.45,0,0.186,0.1542,LOW,DEMO
56.2,477.1,29.5,6.1,14.6,22.7,29.5,0.297,0,2,0.5,0,0.557,0.2785,MEDIUM,DEMO
51.3,241.5,15.2,1.4,4.3,8.6,15.2,0.159,0,0,0.718,3,0.555,0.2395,LOW,DEMO
22.8,710.6,67.0,12.9,33.6,51.5,67.0,0.378,0,1,0.875,2,0.158,0.2,LOW,DEMO
15.6,1675.8,121.6,12.8,43.6,76.8,121.6,0.455,0,2,0.752,0,0.188,0.2034,LOW,DEMO
17.8,1061.6,88.1,9.3,37.4,63.6,88.1,0.457,1,1,0.242,0,0.323,0.2096,LOW,DEMO
10.4,451.7,149.2,28.2,67.5,92.9,149.2,0.428,2,1,0.291,0,0.267,0.3413,MEDIUM,DEMO
17.4,2547.3,17.0,3.6,7.6,13.6,17.0,0.282,0,0,0.432,3,0.652,0.1286,LOW,DEMO
39.9,2269.5,57.3,6.4,25.2,39.8,57.3,0.435,0,0,0.667,1,0.129,0.2735,MEDIUM,DEMO
15.7,291.4,77.6,15.3,32.2,57.7,77.6,0.428,1,3,0.507,0,0.146,0.1694,LOW,DEMO
27.7,116.2,39.8,3.6,15.0,31.4,39.8,0.373,1,2,0.805,2,0.234,0.126,LOW,DEMO
47.5,1296.9,79.9,16.1,38.3,65.4,79.9,0.415,2,0,0.157,3,0.407,0.4689,MEDIUM,DEMO
11.1,1662.2,144.3,34.1,69.8,111.0,144.3,0.435,3,1,0.316,2,0.366,0.3744,MEDIUM,DEMO
45.8,3174.0,104.8,8.7,35.7,62.3,104.8,0.453,1,1,0.287,1,0.403,0.4481,MEDIUM,DEMO
26.4,2065.2,157.0,23.7,71.8,126.6,157.0,0.562,0,1,0.686,2,0.234,0.43,MEDIUM,DEMO
18.8,905.9,91.4,14.1,46.8,67.2,91.4,0.366,0,1,0.473,2,0.064,0.2383,LOW,DEMO
40.5,759.6,70.7,7.5,23.8,51.8,70.7,0.375,1,1,0.131,0,0.064,0.2655,MEDIUM,DEMO
37.9,105.4,184.1,34.9,82.0,152.2,184.1,0.447,2,3,0.708,3,0.424,0.4869,MEDIUM,DEMO
49.4,334.9,82.0,14.2,35.5,51.2,82.0,0.386,2,3,0.395,3,0.36,0.3806,MEDIUM,DEMO
42.1,633.9,208.4,46.2,94.1,129.6,208.4,0.615,0,3,0.318,1,0.067,0.6043,HIGH,DEMO
45.3,971.2,133.0,13.7,53.7,93.7,133.0,0.567,2,2,0.259,1,0.148,0.4911,MEDIUM,DEMO
26.4,813.3,46.6,9.4,25.9,36.1,46.6,0.306,3,0,0.839,0,0.445,0.1688,LOW,DEMO
22.0,1301.5,66.0,7.7,23.0,45.1,66.0,0.359,3,1,0.836,2,0.22,0.1727,LOW,DEMO
42.8,375.4,183.2,33.3,70.0,135.6,183.2,0.586,1,1,0.178,1,0.076,0.6446,HIGH,DEMO
45.4,829.1,149.3,14.6,72.0,102.4,149.3,0.498,0,2,0.297,1,0.307,0.5272,HIGH,DEMO
60.7,163.0,120.5,31.6,63.7,88.3,120.5,0.51,0,3,0.611,0,0.056,0.5472,HIGH,DEMO
30.9,560.5,112.4,15.9,46.3,89.5,112.4,0.359,1,1,0.63,0,0.27,0.3079,MEDIUM,DEMO
29.5,1328.2,27.2,3.0,7.7,16.5,27.2,0.357,1,0,0.437,3,0.107,0.1493,LOW,DEMO
44.0,1144.0,32.6,3.6,11.8,24.7,32.6,0.31,3,0,0.552,1,0.211,0.2469,LOW,DEMO
28.5,4200.0,88.5,16.8,36.8,69.6,88.5,0.479,1,1,0.654,2,0.161,0.3011,MEDIUM,DEMO
53.3,373.0,40.4,6.9,18.7,27.6,40.4,0.188,2,0,0.842,2,0.301,0.3186,MEDIUM,DEMO
48.3,700.6,62.9,9.8,24.6,40.7,62.9,0.245,2,3,0.671,3,0.137,0.2652,MEDIUM,DEMO
31.4,439.8,59.9,7.7,19.5,33.2,59.9,0.347,1,1,0.204,3,0.449,0.2334,LOW,DEMO
42.8,602.8,108.9,16.6,53.7,85.9,108.9,0.477,1,3,0.666,1,0.384,0.416,MEDIUM,DEMO
43.0,1830.1,90.8,9.4,42.2,58.8,90.8,0.391,2,0,0.171,3,0.355,0.3845,MEDIUM,DEMO
17.9,1117.4,142.3,19.7,44.6,93.5,142.3,0.543,2,0,0.502,1,0.309,0.4117,MEDIUM,DEMO
51.1,2006.7,91.9,11.3,39.4,59.8,91.9,0.47,3,1,0.52,1,0.079,0.4575,MEDIUM,DEMO
33.7,284.8,87.4,20.2,44.5,61.2,87.4,0.446,2,3,0.711,2,0.158,0.2844,MEDIUM,DEMO
46.5,1939.8,75.8,11.3,29.6,57.7,75.8,0.396,2,0,0.129,3,0.306,0.4042,MEDIUM,DEMO
27.8,135.5,155.7,26.1,85.3,121.7,155.7,0.544,2,2,0.785,1,0.219,0.3971,MEDIUM,DEMO
50.6,2055.2,76.4,12.7,33.6,51.0,76.4,0.361,0,1,0.625,1,0.189,0.4236,MEDIUM,DEMO
30.1,439.2,45.6,6.1,15.5,34.2,45.6,0.332,2,3,0.144,2,0.275,0.1683,LOW,DEMO
9.2,420.0,115.8,19.0,46.1,88.7,115.8,0.414,3,0,0.242,1,0.157,0.3464,MEDIUM,DEMO
51.3,725.9,70.2,12.7,28.3,44.9,70.2,0.341,1,1,0.15,2,0.573,0.4597,MEDIUM,DEMO
17.2,2622.5,132.0,11.4,45.9,76.4,132.0,0.521,1,0,0.702,2,0.108,0.2934,MEDIUM,DEMO
27.7,124.1,165.9,39.9,82.6,135.7,165.9,0.535,1,0,0.25,2,0.269,0.4987,MEDIUM,DEMO
55.1,470.8,66.1,8.4,25.8,49.7,66.1,0.336,3,1,0.155,0,0.067,0.3769,MEDIUM,DEMO
55.1,1827.7,162.3,36.1,78.8,120.8,162.3,0.574,0,0,0.225,1,0.254,0.7321,HIGH,DEMO
35.9,533.8,134.1,10.7,40.4,76.2,134.1,0.518,2,2,0.545,0,0.125,0.3101,MEDIUM,DEMO
38.0,279.9,51.6,4.9,23.2,41.0,51.6,0.335,2,2,0.497,2,0.324,0.1961,LOW,DEMO
32.0,577.7,41.0,6.2,16.5,29.5,41.0,0.319,2,0,0.307,0,0.654,0.2012,LOW,DEMO
26.8,518.3,38.5,6.0,20.2,30.9,38.5,0.342,1,3,0.837,3,0.164,0.1175,LOW,DEMO
28.1,2303.0,32.0,6.4,12.9,26.9,32.0,0.358,3,3,0.77,1,0.04,0.1298,LOW,DEMO
39.5,1371.7,152.8,15.1,65.4,127.9,152.8,0.544,0,3,0.359,0,0.372,0.4299,MEDIUM,DEMO
42.9,713.1,66.7,5.9,27.5,53.8,66.7,0.314,0,1,0.481,2,0.225,0.2803,MEDIUM,DEMO
44.7,4088.8,200.0,11.4,53.4,110.7,200.0,0.61,1,1,0.513,0,0.051,0.5546,HIGH,DEMO
44.6,643.4,47.2,5.2,19.7,38.5,47.2,0.317,0,0,0.695,1,0.579,0.2982,MEDIUM,DEMO
17.2,134.0,53.8,7.3,19.5,30.8,53.8,0.297,1,0,0.445,1,0.243,0.1797,LOW,DEMO
33.4,353.8,105.6,20.0,57.0,85.1,105.6,0.471,0,1,0.535,1,0.055,0.3856,MEDIUM,DEMO
14.7,595.5,193.8,24.3,79.7,122.9,193.8,0.639,2,1,0.434,0,0.256,0.4443,MEDIUM,DEMO
35.1,233.6,52.1,5.1,22.6,38.2,52.1,0.383,1,1,0.7,1,0.251,0.218,LOW,DEMO
31.7,2733.4,124.9,8.8,32.7,70.1,124.9,0.432,2,1,0.543,0,0.338,0.2987,MEDIUM,DEMO
50.1,1390.5,76.1,11.2,43.9,59.5,76.1,0.399,1,0,0.749,2,0.275,0.405,MEDIUM,DEMO
28.8,361.1,106.4,13.2,31.1,62.1,106.4,0.447,0,1,0.161,0,0.562,0.324,MEDIUM,DEMO
18.8,884.2,42.7,8.1,18.7,28.8,42.7,0.345,0,0,0.807,1,0.211,0.1625,LOW,DEMO
20.2,1230.3,116.9,29.2,67.3,93.0,116.9,0.474,0,1,0.743,1,0.734,0.365,MEDIUM,DEMO
43.3,2631.5,63.1,15.5,31.6,47.9,63.1,0.367,0,0,0.742,3,0.104,0.3312,MEDIUM,DEMO
37.5,2000.6,55.5,7.3,15.8,30.6,55.5,0.346,0,0,0.227,0,0.301,0.243,LOW,DEMO
17.8,731.6,74.2,9.5,27.1,49.7,74.2,0.443,1,3,0.32,3,0.279,0.1697,LOW,DEMO
16.7,1421.1,110.5,9.3,28.5,62.2,110.5,0.412,1,0,0.865,0,0.217,0.2064,LOW,DEMO
40.7,823.3,68.1,15.4,32.4,51.2,68.1,0.368,1,1,0.842,2,0.285,0.322,MEDIUM,DEMO
15.9,804.1,55.9,11.4,29.8,47.0,55.9,0.408,0,3,0.292,0,0.451,0.1496,LOW,DEMO
46.2,189.7,69.6,10.0,34.7,52.0,69.6,0.339,3,0,0.449,3,0.252,0.3496,MEDIUM,DEMO
40.9,201.3,68.5,7.1,19.2,42.3,68.5,0.339,0,1,0.239,2,0.57,0.3157,MEDIUM,DEMO
16.5,758.6,105.0,23.8,47.9,68.9,105.0,0.482,1,0,0.32,0,0.267,0.2927,MEDIUM,DEMO
16.7,361.8,58.5,15.1,33.1,49.3,58.5,0.287,1,0,0.26,0,0.331,0.2013,LOW,DEMO
59.9,99.1,57.4,5.0,17.5,35.5,57.4,0.39,2,1,0.182,1,0.209,0.4523,MEDIUM,DEMO
29.6,1234.8,43.0,8.3,17.1,30.9,43.0,0.305,1,1,0.56,1,0.223,0.1983,LOW,DEMO
29.5,109.7,109.2,23.2,47.0,73.2,109.2,0.473,1,0,0.303,1,0.259,0.412,MEDIUM,DEMO
45.7,894.1,83.1,10.5,38.8,64.9,83.1,0.343,2,1,0.874,1,0.077,0.3474,MEDIUM,DEMO
54.8,777.3,155.1,28.5,60.9,125.7,155.1,0.597,1,0,0.512,2,0.121,0.6814,HIGH,DEMO
59.7,3201.0,143.2,20.7,44.5,93.4,143.2,0.455,0,3,0.393,0,0.056,0.5866,HIGH,DEMO
42.9,675.9,88.5,9.6,45.3,66.2,88.5,0.451,1,1,0.814,0,0.293,0.3066,MEDIUM,DEMO
